id,Description,qa_note
sain-vali-vilayat-rai-darbar-kambar,"The darbar of Sain Vali Vilayat Rai stands in the *Shivalo* quarter of Kambar (Qambar), the headquarters town of the Qambar–Shahdadkot District of upper Sindh, and is described by the anthropologist Zulfiqar Ali Kalhoro as the largest Nanakpanthi *darbar* in the district. Its founder, Vali Vilayat Rai, was born in 1825 into a prosperous Hindu family of Old Hala; his father, Pratab Rai, had served as a *munshi* (secretary) to the Talpur Mirs of Hyderabad. Vali Vilayat Rai settled first at Larkana and later moved to Kambar, where he chose the then-unpopulated Shivalo locality — remembered as a resort of *yogis*, *sants* and *sadhus* drawn from Kambar, Shahdadkot, Larkana and the surrounding towns — and there established his darbar, raising a great hall in which the *Guru Granth Sahib* was installed. Like the wider body of Sindhi Nanakpanthis, his followers venerate the Hindu deities together with Baba Guru Nanak, his son Baba Sri Chand, and the other Sikh Gurus, so that the darbar belongs at once to Hindu and to Sikh devotional worlds; it is entered here under ""Hindu Temple"" as the closest of the dataset's three categories, following the convention used for the other Sindhi *sant* darbars in this collection. The darbar and the *samadhi* (memorial shrine) of Vali Vilayat Rai remain at Kambar, and the lineage retains a devotional following, though — as with most Sindhi Hindu shrines — much of the community associated with it now lives in India. The saint is counted among a constellation of nineteenth- and early-twentieth-century Nanakpanthi masters of the Larkana country, among them Swami Dharmdas of Larkana and Bhai Waliram of Digano Mahesar.

According to a hagiographic account recorded by the anthropologist Zulfiqar Ali Kalhoro, Vali Vilayat Rai's turn to spiritual life followed his time as a *tapedar* (village accountant) under British rule: irregularities found in his accounts led to imprisonment, during which he is said to have received a vision of Guru Nanak revealing his own previous incarnation as a yogi; thereafter he is remembered as making an annual pilgrimage to the Sufi shrines of Rohri, Sehwan, and Jhok. The present darbar building, a three-storey structure with ornately carved doors and windows in a colonial idiom, is believed to have been erected in 1887. Leadership passed after his death to Sain Jiwat Singh, who ran a free dispensary for the poor of Kambar until his own death in 1899, and then to Jiwat Singh's chief disciple, Vishandas; a branch of the darbar was later established at Kandivali, Bombay (now Mumbai), in 1960, reflecting the wider migration of Sindhi Hindus after Partition.

## Bibliography
- Zulfiqar Ali Kalhoro, ""Nanakpanthi Saints of Sindh,"" *The Friday Times*, 13 April 2018.","This addition rests on a single independently-verified source (Zulfiqar Ali Kalhoro, ""Nanakpanthi Saints of Sindh,"" The Friday Times, 13 April 2018) and has not yet been corroborated by a second citable source."
samadhi-of-maharaja-ranjit-singh,"Immediately beside Lahore Fort and the Badshahi Mosque, on the spot where Maharaja Ranjit Singh's body was cremated, stands the samadhi built in his memory — one of the grandest funerary monuments of the Sikh Empire. Ranjit Singh, the ""Lion of Punjab,"" founded and ruled the Sikh Empire from 1801 until his death on 27 June 1839. Construction began the following month under his son Kharak Singh and was largely completed by 1848 under his youngest son, Duleep Singh, with final repairs funded by the British after their 1849 annexation of Punjab. At the monument's heart, beneath a marble pavilion inlaid with pietra dura stonework, a lotus-shaped marble urn holds the Maharaja's ashes, surrounded by smaller urns commemorating the four queens and seven attendants who, according to the custom of sati, died on his funeral pyre. Adjoining smaller samadhis honour his son Kharak Singh and grandson Nau Nihal Singh. Architecturally the building is a striking synthesis of Sikh, Hindu and Islamic idioms: gilded fluted domes and cupolas rise above red sandstone doorways carved with images of Ganesha, Devi and Brahma, while surviving interior frescoes, painted between 1839 and 1849, have been reassessed by modern scholars as a high point of Sikh decorative art. Though formally a samadhi rather than a constituted gurdwara, the site has long functioned as a living place of Sikh devotion: the Guru Granth Sahib was installed and read there for decades after construction, and today it remains an active pilgrimage destination, especially around Ranjit Singh's death anniversary and the spring Vaisakhi season, when Sikh visitors, including delegations from India, gather to pay homage. The Evacuee Trust Property Board administers the site, one of the most visited symbols of Sikh heritage remaining in Pakistan.

Modern scholarship has focused particular attention on the samadhi's ornamental programme: research by the art historian Dr Nadhra Shahbaz Naeem Khan uncovered guardian figures beneath whitewash on the building's eastern facade, though subsequent recoatings have since covered and lost this decoration again. The monument is listed by the Punjab Directorate General of Archaeology among the province's protected religious monuments of the Sikh period.

## Bibliography
- Bushra Shehzad, ""Rediscovering our Sikh heritage,"" *Dawn*, 24 May 2012.
- Directorate General of Archaeology, Government of Punjab, ""Religious Monuments"" (online monument index), accessed 16 August 2026.","A Dunya News feature (15 August 2026) states that ""the structure originally served as a baradari where Maharaja Ranjit Singh held royal gatherings before it was converted into a memorial Samadhi"" and that it ""houses commemorative urns associated with the Maharaja's ashes, while tradition holds that most of his ashes were immersed in the River Ganges."" Neither claim is corroborated by the two earlier, more rigorously sourced accounts drawn on above — Syad Muhammad Latif's 1892 *Lahore: Its History, Architectural Remains and Antiquities* and Iqbal Qaiser's 1998 *Historical Sikh Shrines in Pakistan* — both of which describe the building as commissioned only after Ranjit Singh's death, as a mausoleum begun under his son Kharak Singh, and both describe the marble lotus in the central vault as directly covering the Maharaja's ashes on-site, with no mention of a Ganges immersion. This discrepancy is reported here, not resolved. Dunya News also gives a vaguer account of who completed construction (""subsequent Sikh rulers"") than Latif's more precise sequence (begun under Kharak Singh, partly executed by Sher Singh, finished only in the later part of Dalip Singh's reign)."
sant-bhagat-kanwar-ram-temple-chak,"This temple at Chak, a town in Shikarpur district, is dedicated to the memory of Bhagat Kanwar Ram (1885–1939), one of the best-loved Sindhi Hindu saint-singers of the twentieth century. Born in the village of Jarwar in the Sukkur region, he became renowned for his rendition of the *Sur Prabhati*, sung in the early morning; the gramophone company HMV is said to have preserved a number of his devotional songs on record, spreading his fame across Sindh. Revered by Hindus and Muslims alike as a figure of piety and communal harmony, he was assassinated at Ruk railway station in the Sukkur area in November 1939 and is remembered as a martyr. The temple at Chak was raised in his name after his death and was rebuilt in 2006; its main hall holds canopies bearing images of Bhagat Kanwar Ram and of Sant Satram Das, the saint of the *Sacho Satram* tradition with whom his memory is closely linked. In a syncretic touch characteristic of Sindhi devotion, the *Guru Granth Sahib* is also installed within, so that the darbar is honoured by Hindu and Sikh worshippers together. Every year on 2 November his followers gather to mark the anniversary of his martyrdom, both at this shrine and at Ruk station where he was killed.

The temple stands specifically in the Lakhi Ghulam Shah taluka of Shikarpur district, roughly 24 km east of Lakhi Ghulam Shah town. Kanwar Ram — born 13 April 1885 at Tarachand's house in Jarwar, then part of Mirpur Mathelo tehsil, and a disciple of Sant Satram Das (1866-1910) — was also remembered for singing the verses of Sufi poets including Shah Abdul Latif Bhittai, Sachal Sarmast, Sami, and Kabir alongside his own devotional compositions. The Chak temple was first managed by Ladak Mal and his family and, following its 2006 rebuilding, has been maintained by Bal Chand Esrani, Tara Chand Thawani, and Prakash Lal Devani. A separate commemoration, distinct from both the Chak temple and the Ruk station gathering, has also been held at the Institute of Sindhology in Hyderabad, where in 2008 the university's vice-chancellor marked Kanwar Ram's 69th death anniversary by announcing a dedicated Bhagat Kanwar Ram Memorial Corner.

## Bibliography
- Zulfiqar Ali Kalhoro, ""Historic Temples and Darbars of Chak,"" *The Friday Times*, 2 February 2023.
- Shaikh Abdul Rasheed, ""Remembering Bhagat Kanwar Ram,"" *The News on Sunday*, 26 April 2020.
- ""Bhagat Kanwar remembered,"" *The Nation*, 2 November 2016.
- ""Bhagat Kanwar died for Sindh, says son,"" *Dawn*, 3 November 2008.","Sources differ slightly on administrative framing: Bhagat Kanwar Ram's birth village, Jarwar, is placed in ""Mirpur Mathelo tehsil"" by The News on Sunday (Shaikh Abdul Rasheed, 26 April 2020) but simply ""in Sukkur district"" by The Nation (2 November 2016); both agree on the village name, and the difference may reflect changing administrative boundaries rather than a factual conflict, but it is reported here unresolved. Separately, a search-engine-only claim (not independently fetched or confirmed) described the killing as occurring in December 1939, against the two established-press sources used above (The Friday Times, 2023; The News on Sunday, 2020), which both give 1 November 1939 at Ruk Railway Station; this could not be traced to any citable source and is flagged rather than resolved. Also worth noting: this entry's existing text places the annual commemoration on 2 November, while both established-press sources used here give 1 November as the date of the murder and of the annual gathering at Ruk Railway Station — a one-day difference noted here rather than silently corrected."
sant-satram-dham-raharki-sacho-satram-devri-sahib,"The town of Raharki (Raherki Sahib) in Ghotki district, in upper Sindh close to the Punjab border, is home to the *Sant Satram Dham* — also known as *Devri Sahib*, and, after the devotional movement it anchors, as *Sacho Satram* — reckoned among the largest and most frequented Hindu shrines in present-day Pakistan. It marks the birthplace of *Satguru* Swami Sai Satramdas Sahib, the revered Sindhi saint born here, according to the tradition, on 25 October 1866. He gave his life to spiritual teaching in the syncretic Sindhi devotional mould, preaching love, humility and service to the destitute, and drawing followers from across Sindh who came to him for blessing and healing; the tradition records that he ""left the mortal body"" on 25 January 1910. After his passing the *Devri* (shrine) at Raharki grew into the principal seat of his lineage, whose devotees revere a holy text recited at the shrine known as the *Dhuni Sahib*. Today thousands of pilgrims — Sindhi Hindus from Pakistan, India and the diaspora — gather at Raharki, especially each October to mark the saint's birth anniversary, and the site is locally described as one of the biggest temples in the country. A succession of *sants* has continued to lead the community, and the darbar sustains traditions of communal hospitality and worship; the town itself is noted as one where Muslims and Hindus have long lived together. His memory is closely linked with that of Bhagat Kanwar Ram (also recorded in this dataset), with whom the *Sacho Satram* tradition is associated.

According to *Dawn*'s 2012 reporting, the darbar forms a sprawling, multi-acre complex a few kilometres from the Bharchundi Sharif shrine, with an enormous pilgrim hostel under construction and a causeway, funded by the federal government, easing access to the site; caretakers there described a mid-April festival marking the death anniversary of Bhagat Kanwar Ram that draws tens of thousands of visitors, including from Dubai and India. A satellite Sant Satram Dham was separately established in Shikarpur town on 9 October 2000, its own displays acknowledging the Raharki complex as the ""principal"" *Devri Sahib*. In September 2019 the temple — also referred to in press coverage as the SSD Dham Mandir — was attacked during communal unrest in Ghotki; government and civil-society delegations investigating the violence met community leaders on-site and concluded the attack had been planned the night before, and PPP chairman Bilawal Bhutto-Zardari visited the ransacked temple in its aftermath.

## Bibliography
- Cyril Almeida, ""Hindus of upper Sindh: a bruised community carries on,"" *Dawn*, 2 April 2012.
- Zulfiqar Ali Kalhoro, ""Shikarpur's Sant Satram Dham,"" *Youlin Magazine*, 14 October 2024.
- Mohammad Hussain Khan, ""'Ghotki attacks on Hindu community conspiracy to foment communal unrest,' probe finds,"" *Dawn*, 28 September 2019.
- ""Bilawal visits ransacked temple, mosque in Ghotki,"" *Dawn*, 29 September 2019.",
sevapanthi-darbar-bhai-gurdas-gandava,"In the heart of Gandava — the old headquarters town of the Jhal Magsi District on the Kachhi (Kach Gandava) plain of Balochistan — stands a *darbar* of the *Sevapanthi* tradition, the order of devotees descended from Bhai Gurdas, the disciple of Guru Gobind Singh who is said to have carried the Nanakpanthi teaching into Sindh and Balochistan in the eighteenth century. According to the anthropologist Zulfiqar Ali Kalhoro, who has surveyed the Hindu and Sikh heritage of the region, the Gandava darbar was founded by one of Bhai Gurdas's disciples; the *Sevapanthis* (also written Sewapanthis, ""those of the path of service"") established such darbars and *dharamshalas* in many towns of Sindh and Balochistan, joining the veneration of Guru Nanak to a discipline of charitable hospitality. The Gandava darbar is celebrated above all for its woodwork: an intricately carved wooden frame decorating the main façade depicts Baba Guru Nanak flanked by his companions Bhai Bala and Bhai Mardana, together with the Hindu deities Ganesha (*Ganpati*) and Krishna — a vivid emblem of the syncretic Nanakpanthi devotion in which Sikh and Hindu figures share a single sacred idiom. The carving belongs to the same tradition of craftsmanship that produced the famed woodwork of the Khatwari Darbar at Shikarpur (a separate entry in this dataset), and the wider district is noted for such carvings of Krishna, Ganpati and Guru Nanak with his minstrel companions. Filed here under ""Sikh Gurdwara"" as the closest of the dataset's three categories, the darbar is more precisely a Nanakpanthi–Sevapanthi shrine of the kind once common among the Hindu mercantile communities of the Sindh–Balochistan borderland. Its exact date of foundation is not securely recorded, and — like many such darbars whose congregations dispersed after 1947 — the details of its present custody and use are uncertain, though the building and its carved façade were reported still standing when documented in recent years. Kalhoro's account also gives Bhai Gurdas's personal history: born Bhai Kanya Lal, he is remembered as a Khalsa saint who received the blessing of Guru Gobind Singh himself before carrying that teaching into the towns of Sindh and Balochistan. Independent confirmation that Gandava possesses a Hindu temple comes from a 2019 Dawn survey of the town's heritage sites, which lists ""a Hindu temple"" alongside the tombs of Syed Noor Shah Hussaini and Mian Saleh among the settlement's notable structures — though this piece does not itself identify the temple with the Sevapanthi darbar described above, so it stands as corroboration only that such a building exists in the town, not as confirmation of the specific Bhai Gurdas attribution.

## Bibliography
- Zulfiqar Ali Kalhoro, ""Gurus in Shikarpur,"" *The Friday Times*, 12 January 2018.
- Zulfiqar Ali Kalhoro, ""The Magnificent Khatwari Darbar in Shikarpur,"" *Youlin Magazine*, 6 June 2024.
- Sheikh Javed Ali Sindhi, ""Heritage: A Refuge and Fort for Ancient Armies,"" *Dawn*, 22 December 2019.","This entry's Sevapanthi/Bhai Gurdas attribution for the Gandava darbar rests on a single author (Zulfiqar Ali Kalhoro) writing across two publications — ""Gurus in Shikarpur,"" The Friday Times, 12 January 2018, and ""The Magnificent Khatwari Darbar in Shikarpur,"" Youlin Magazine, 6 June 2024 — and has not been independently corroborated by a second, unrelated source; an independent Dawn piece (Sheikh Javed Ali Sindhi, ""Heritage: A Refuge and Fort for Ancient Armies,"" 22 December 2019) confirms only that a Hindu temple exists in Gandava, without naming or identifying it as this darbar. Per the research verdict this addition is treated as PARTIAL rather than STRONG: it rests on this single author's reporting and has not yet been corroborated by an independent source specific to the Sevapanthi/Bhai Gurdas identification. Three related conflicts remain unresolved: (1) a companion research file for the sibling entry Khatwari Darbar, Shikarpur, records the same author's later account that ""Some believed Bhai Gurdas first preached in Gandava, Balochistan, before Shikarpur,"" raising an unresolved question of priority between the Gandava and Shikarpur darbars; (2) it is unclear whether the ""Sevapanthi darbar"" described here (Kalhoro, 2018) and the ""Khatwari Darbar of Gandava"" (Kalhoro, 2024) are one and the same building — both accounts point to the same town, author, and wood-carving description, but neither source states this explicitly; (3) Wikipedia's uncitable ""Sikhism in Sindh"" article attaches the Khatwari tradition's founding water-carrier legend to Bhai Kanhaiya, the historical founder of the Sewapanthi sect, while Kalhoro's articles attach the same story to ""Bhai Gurdas (alias Kanhiya/Kanya Lal)"" — whether these are the same figure is not resolved by any source fetched. None of these conflicts are resolved here, per this archive's standing practice of reporting contradictions rather than silently choosing a side."
shrine-of-baba-shah-kamal,"In the Muslim Town locality near Ichhra, within a graveyard that still bears his name and lends it to a surrounding housing scheme, lies the tomb of Hazrat Baba Shah Kamal, remembered chiefly as the elder brother of the celebrated Sufi Baba Shah Jamal. Their father, Syed Ahmad Shah, a descendant of Jalaluddin Surkh-Posh Bukhari of Uch Sharif, personally instructed both sons in Islamic theology before the brothers settled together in the Ichhra area of Lahore. While far less is independently documented about Shah Kamal than about his more famous sibling, local devotional tradition attaches to him the composite title ""Qadiri Suhrawardi,"" suggesting an affiliation with the same overlapping Sufi orders associated with his brother's shrine nearby, and his likely lifetime is generally placed in the same late-sixteenth to seventeenth-century Mughal-era window as Shah Jamal's own. The shrine sits within the historic Shah Kamal graveyard, still in active use as a burial ground, and continues to attract local devotees for weekly Thursday evening gatherings involving dhol drumming and qawwali, echoing in more modest form the famous dhamal tradition at his brother's shrine. An annual urs is held in his honour, drawing pilgrims from the surrounding neighbourhoods, though the precise calendar date is not widely documented. The site is formally catalogued as a monument of the historic period by the Punjab Department of Archaeology and Museums, and together with the Shah Jamal shrine it helps anchor the religious identity of this part of Lahore as a historic centre of Sufi devotion, reflecting the broader pattern by which entire Lahore neighbourhoods have taken their names and characters from the saints buried within them. This location is independently confirmed by two directly-consulted sources: the Punjab Auqaf & Religious Affairs Department's own shrine listing includes, under its Lahore Zone, an entry titled ""Darbar & Jamia Masjid Hazrat Shah Kamal,"" while the Chughtai Library's digital catalogue of Lahore's historic Mughal-period monuments gives the shrine's precise address as Karnalpura, Muslim Town, Combo Colony, Lahore, and records it as owned by the Auqaf Department, its condition rated ""Satisfactory,"" within a mosque-and-graveyard complex.

## Bibliography
- Auqaf & Religious Affairs Department, Government of Punjab, ""Shrines"" (official shrine listing), https://auqaf.punjab.gov.pk/shrines, accessed 16 August 2026.
- Chughtai (Public) Library Digital Library, ""Historic Monuments of Lahore — Mughal Period — Shrine of Hazrat Shah Kamal,"" https://www.chughtailibrary.com/digital_library/place_detail.php?plc_id=35, accessed 16 August 2026.","A travel-content site (beautyofpakistan.com — excluded from this archive's citation standard as a travel aggregator) describes a ""Shrine of Baba Kamal Chishti"" on a hilltop on Ferozepur Road in Kasur, distinct in nisba (Chishti, versus the Suhrawardi/""Qadiri Suhrawardi"" affiliation used for the saint in this entry) and in site type (hilltop shrine versus urban Ichhra tomb) from the shrine described here. This may simply be a different, unrelated saint who happens to share a similar name, rather than a rival claim about the same shrine — flagged here for awareness, not resolved, and not treated as a verified source."
shrine-of-hazrat-muhammad-ayub-shah-bukhari,"The shrine of Hazrat Muhammad Ayub Shah Bukhari is one of the principal Sufi dargahs of the Jhal Magsi district of Balochistan, situated at Gandawah (Gandava), the historic administrative town of the Kachhi plain. Its saint bore the *Bukhari* lineage, marking descent from the influential family of Sayyids who traced their origins to Bukhara and whose forebears — most famously Jalaluddin Surkh-Posh Bukhari of Uch Sharif — spread the *Suhrawardi* devotional tradition across Sindh and the southern Punjab. The tomb is locally admired as one of the finest examples of shrine architecture in the district, and it stands among a cluster of Sufi graves in the Gandawah area that together form an important sacred landscape for the surrounding Baloch and Brahui communities. Devotees from across the district and beyond visit to seek blessing and intercession, and the saint's *urs* is observed as the chief event of the devotional year, drawing pilgrims, *qawwali* and the distribution of food. As with many shrines of interior Balochistan, the documented history of the saint is thin and his dates uncertain, so his biography is best treated as living tradition rather than established record; the *Bukhari* attribution and the shrine's standing as a regional pilgrimage centre are, however, well attested locally. It should not be confused with the separate and larger Dargah of Fateh Pur Sharif (Pir Rakhail Shah), also in the Jhal Magsi district. Independent confirmation of the tomb's standing among Gandava's principal monuments comes from a 2019 Dawn survey of the town's heritage, which names ""the tombs of Ayub Shah Bukhari, Murad Kaleri, and Meeri of Khan-e-Qalat"" together with the Jamia Mosque of Gandava among ""the best examples of Islamic architecture in the area,"" though the article gives no further individual detail — no dates or architectural description — specific to this tomb.

## Bibliography
- Sheikh Javed Ali Sindhi, ""Heritage: A Refuge and Fort for Ancient Armies,"" *Dawn*, 22 December 2019.","This addition rests on a single independently-verified source (Dawn, 22 December 2019) confirming that a tomb of this name exists among Gandava's heritage sites; a second source that would likely corroborate this — the Jhal Magsi District Government's own heritage listing, reported by a sibling researcher's file to name ""Muhammad Ayub Shah Bukhari (Gandawah)"" among the district's main shrines via a Wayback Machine snapshot — could not be re-fetched this session and is not counted as verified here. This addition rests on a single independently-verified source and has not yet been corroborated.

Caution — possible same name, different site: English Wikipedia's uncitable ""Ayub Shah Bukhari"" article describes a distinctly-located shrine of this name in Gulshan-e-Maymar, Gadap Town, Karachi, associated with a January 2014 killing of six people (three shrine custodians, three others) claimed by the Tehrik-e-Taliban Pakistan. None of the underlying sources for that Karachi claim (UCA News, an Indian Express archive page, the South Asia Terrorism Portal) could be independently fetched or verified this session, so it is not treated as a confirmed fact and has not been merged into this entry's description. It is flagged here only as an open question for a human to check: whether the ""Hazrat Muhammad Ayub Shah Bukhari"" of Balochistan described in this entry is the same figure as the ""Ayub Shah Bukhari"" of Karachi's Gadap Town, or an unrelated saint who happens to share the same Bukhari-sayyid honorific and given name."
shrine-of-hazrat-shah-ali-akbar-shah-ali-akbar-shamsi,"The Shrine of Hazrat Shah Ali Akbar Shamsi stands in the historic neighbourhood of Suraj Miani in Multan, the celebrated ""city of saints"", and is counted among the oldest and most beautiful mausoleums of the city. Shah Ali Akbar is remembered as a descendant — by tradition of the eighth generation — of the great Sufi Shah Shams Sabzwari of Multan, and it is said that after the death of his father he settled permanently in the city. His tomb, built of brick in the octagonal, tiered form so characteristic of Multan, is often likened to a smaller version of the famous shrine of Shah Rukn-e-Alam, and it belongs to the classic tradition of Multani funerary architecture with its glazed tilework and tapering silhouette. According to inscriptions and local tradition, construction of the mausoleum began in 993 AH (about 1585 CE) and took some fifteen years to complete; it is said to have been raised by the saint's grandson, who is himself buried within the complex, and the work is attributed to the builders Ibrahim and Rajab, sons of the noted architect Musa Lahori. Despite its remarkable beauty and its importance to the architectural history of Multan, the shrine has often been described as one of the city's more neglected monuments. It remains a place of *ziyarat* and hosts an annual *urs* in the saint's honour. Also known by the alternate name Kabuli Mohallah, the shrine's compound is registered as a protected monument under the Antiquity Act of 1975 by the Directorate General of Archaeology, Punjab, whose own listing describes the building's brick construction as embellished with panels of glazed tiles, three arched panels on each side surmounted by a series of merlons set on bold moldings, its lower walls plastered in lime, and an interior decorated with panels of fresco painting — though the same listing notes this fresco work and lime plaster have been considerably damaged by the smoke of mustard-oil lamps and votive candles over the years. In 2019 the Punjab Archaeology Department proposed a Rs 30 million conservation and restoration project for the mausoleum, and by November of that year a related tender for a Rs 27.104 million project was opened for bids, though press reporting does not clarify whether this represents the same project re-costed or a later phase of the work.

## Bibliography
- Sana Jamal and Imran Adnan, ""Bids for conservation of tomb to open on November 18,"" *The Express Tribune*, 5 November 2019.
- ""Govt approves Rs30m to restore historic Multan site,"" *The Express Tribune*, 21 May 2019.
- Directorate General of Archaeology, Government of Punjab, ""Tomb of Shah Ali Akbar & His Mother, Multan,"" https://archaeology.punjab.gov.pk/tomb_shahaliakbar, accessed 16 August 2026.","Two Express Tribune articles (21 May 2019 and 5 November 2019) and the Punjab Archaeology Department's own official page were all directly verified, but the press pieces conflict with the official custodial body on two central facts, neither resolved here. Construction date: The Express Tribune (both 2019 articles) states the mausoleum ""was built in 1585""; the Directorate General of Archaeology, Punjab's own official listing for the same monument instead states ""it may be attributed to the 17th century A.D."" Founder's identity and lineage: press names the saint ""Hazrat Shah Ali Akbar,"" described as ""8th in line as a descendant of Hazrat Shamsuddin Sabzwari""; the official Punjab Archaeology page instead names the founder only as ""the Ismaili Saint Sultan Ali Akbar,"" who ""erected the tomb according to local tradition,"" without repeating the Shamsuddin Sabzwari descent claim. A third, less central discrepancy: the two Tribune articles report different conservation-project cost figures (Rs 30 million in May 2019 versus Rs 27.104 million in November 2019), which may represent the same project re-costed at tender stage or two different phases — not clarified by either article. Per the research verdict, this addition is treated as PARTIAL rather than STRONG: the two press articles may derive from the same government press-office material (near-identical phrasing across both), and given the direct conflict with the official custodial body on the central fact of construction date, this addition has not yet been independently corroborated to a settled standard."
shrine-of-makhdoom-abdul-rahim-girhori,"The shrine of Makhdoom Abdul Rahim Girhori stands at Girhor Sharif, a village some eight kilometres west of Pithoro in Umarkot district, in the semi-desert borderlands of eastern Sindh. It honours a leading Naqshbandi mystic and scholar of eighteenth-century Sindh (1739–1778) who belonged to the Mangrio tribe and came to be known as *Girhori* after he settled at Girhor and established his *khanqah* there. He was among the foremost *khalifas* (deputies) of Khwaja Muhammad Zaman of Luari Sharif (also recorded in this dataset), the celebrated *Sultan al-Aulia* of the Sindhi Naqshbandis, under whom he was trained. A learned man, Abdul Rahim Girhori is remembered for his religious scholarship and ascetic life and is said to have composed works in Sindhi, Arabic and Persian. He is venerated as a *shaheed* (martyr): according to traditional accounts he was killed late in his life in a confrontation, and his tomb is honoured as that of a martyr-saint. Today the shrine complex is a place of pilgrimage that local sources note is frequented by both Muslims and Hindus, and an annual *urs* commemorates him. His memory forms part of the wider Naqshbandi devotional network that the disciples of Khwaja Muhammad Zaman spread across Sindh in the eighteenth century. Kalhoro's account further names his principal Sindhi, Arabic and Persian compositions — *Sharh Abayat Sindhi*, *Fath-al-Fazal*, *Risala Gul Numa* and *Kalam Girhori* among them — and gives a fuller version of the saint's death: tradition holds that he fell in battle against a rival Hindu ascetic, whom he killed along with destroying the ascetic's *marhi* (shrine), but was himself mortally wounded in the same encounter, an episode remembered as the origin of his shaheed status. The shrine's continuing local importance in more recent times is attested by a 2015 Dawn report naming Syed Asif Ali Shah as the custodian of the ""Shaheed Abdul Raheem Girhori shrine"" at the time of an armed attack on him that stirred sectarian unrest in the area.

## Bibliography
- Zulfiqar Ali Kalhoro, ""Swamis and Sufis,"" *The Friday Times*, 28 September 2018.
- ""'Armed attack' on Girhor Sharif custodian stirs sectarian unrest,"" *Dawn*, 10 June 2015.","Two independently-verified press sources disagree on the shrine's administrative location: Zulfiqar Ali Kalhoro, ""Swamis and Sufis"" (The Friday Times, 28 September 2018), places the shrine complex ""about 8 km west of Pithoro taluka in Umarkot district,"" while ""'Armed attack' on Girhor Sharif custodian stirs sectarian unrest"" (Dawn, 10 June 2015) instead locates ""Girhor Sharif town"" in ""Sindhri taluka,"" datelined from Mirpurkhas. Pithoro and Sindhri are both talukas historically associated with the Mirpurkhas/Umarkot border area of Sindh, but the two sources name different talukas and imply different current districts. Not resolved here — reported per this archive's standing practice of surfacing contradictions rather than silently choosing one account."
shrine-of-pir-chhatal-shah-noorani,"The shrine of *Pir* Chhatal Shah Noorani stands at a spring-fed oasis near the mouth of the Moola gorge, where the Moola River shears clear across the Kirthar range to reach the Kachhi plain at Gandava, in the Jhal Magsi district of Balochistan. The point where the river debouches from the hills is known as *Naulung* (""Nine Fords"") or, among the highland Baloch, *Punjmunh* (""Five Mouths""); for thousands of years this was the most convenient passage between the Indus valley and the Kalat uplands. The site is celebrated for a small, clear pond, fed by a copious spring bursting from the rock, that teems with large *mahseer* fish. By long tradition the fish were the saint's pets and no one has ever eaten them; local lore holds that any fish caught and cooked would emerge again alive, a taboo that has in effect made the pond one of the oldest fish-conservation sanctuaries in the region. Chhatal Shah Noorani is remembered as a granter of wishes to whom Hindus and Muslims alike came to have their hearts' desires fulfilled. The tomb sits on a low knoll: in 1831 the traveller Charles Masson (James Lewis) recorded it as a conspicuous *gumbaz*, or domed building, that served as the usual halting-place for caravans crossing between Kalat and Kachhi, though the dome has since collapsed and the grave now stands within plain modern walls. In recent years improved access has turned the once-remote spot into a popular picnic destination. Salman Rashid, who first visited the site in 2003, described the pond as ""teeming with mahseer fish, nearly 60 cm long,"" and recorded a keeper's own account of the saint's identity: asked who Chhatal Shah Noorani had been, the man replied simply, ""Only Allah knows!"" — adding only that he was ""a granter of wishes"" to Hindus and Muslims alike. The Jhal Magsi district government's own heritage listing independently confirms the shrine, naming it among the district's principal shrines and placing it ""near Kotra.""

## Bibliography

- Salman Rashid, ""TRAVEL: Pir Chhatal's Mystical Fish,"" *Dawn*, 18 October 2020.
- ""Culture & Heritage,"" Jhal Magsi District Government of Balochistan, archived 26 April 2025, http://web.archive.org/web/20250426101741/https://jhalmagsi.balochistan.gov.pk/culture-heritage/.","Popular accounts (travel blogs, social media) describe the shrine as roughly 900 years old, but this figure appears in neither of the two citable sources verified for this entry — Salman Rashid's Dawn account of the site and the Jhal Magsi district government's own heritage listing — and should not be treated as established. The two sources also differ in how they place the shrine: the district government situates it specifically ""near Kotra,"" while Rashid's account frames the location relative to Gandava and the Moola Pass/Kirthar range without mentioning Kotra; this is not necessarily contradictory, but exact placement should be treated as approximate pending a map cross-check."
