id,kind,priority,claim,as_recorded,confidence,flags,is_new,quote,source,notes,verdict,reviewer_note
lineage:khawaja-shah-muhammad-sulaiman-taunsvi:disciple_of:khwaja-noor-muhammad-maharvi:1e08a557,lineage,1,Khwaja Muhammad Sulaiman Taunsvi — disciple of — Khwaja Nur Muhammad Maharvi,,0.7,nameVariantsSeen,object,He was initiated in the Chishti-Nizami order and became the spiritual heir of his master Khwaja Nur Muhammad Maharvi’s line,data/shrines.csv#darbar-hazrat-khawaja-shah-muhammad-sulaiman-taunsvi-ra,"Confidence lowered — the source says heir of ""his master ... line"" rather than stating a direct personal initiation. Object slug shared with the Hafiz Jamal proposal; spelling variant ""Nur"" vs ""Noor"" recorded in nameVariantsSeen.",,
lineage:khawaja-shah-muhammad-sulaiman-taunsvi:successor_of:khwaja-noor-muhammad-maharvi:225770e6,lineage,1,Khwaja Muhammad Sulaiman Taunsvi — successor of — Khwaja Nur Muhammad Maharvi,,0.7,nameVariantsSeen,object,became the spiritual heir of his master Khwaja Nur Muhammad Maharvi’s line,data/shrines.csv#darbar-hazrat-khawaja-shah-muhammad-sulaiman-taunsvi-ra,"Same hedge as above: heir of the line, not stated as inheriting the master's own seat.",,
lineage:khwaja-muhammad-qasim:disciple_of:khwaja-muhammad-qasim-sadiq:ea0a9023,lineage,1,Khwaja Muhammad Qasim (Zinda Pir) — disciple of — Baba Ji Muhammad Qasim of Mohra Sharif,,0.7,nameVariantsSeen,,"He had received spiritual authority (*khilafat*) around 1942 from his own guide, Baba Ji Muhammad Qasim of Mohra Sharif",data/shrines.csv#darbar-ghamkol-sharif-zinda-pir,"Object matched to the Mohra Sharif founder by name and place, but the identification is NOT settled: entries/web-research-2026-08/darbar-ghamkol-sharif-zinda-pir.md logs the Brill EI3 claim that Zinda Pir's murshid was ""Ḥaḍrat Muḥammad Qāthim Mohŕvī (d. 1943) of Mohŕ"", ""apparently the same figure as Muhammad Qasim Sadiq of Mohra Sharif"", and explicitly keeps it as an unverified lead (Brill page returned 403). Note also that the archive gives the Mohra Sharif founder figure_born 1846, which would make him ~96 at a 1942 khilafat. Confidence 0.7 for the identity, not the wording. If confirmed, this connects two shrines in the archive.",,
lineage:khwaja-muhammad-qasim:successor_of:khwaja-muhammad-qasim-sadiq:04d34ee8,lineage,1,Khwaja Muhammad Qasim (Zinda Pir) — successor of — Baba Ji Muhammad Qasim of Mohra Sharif,,0.7,nameVariantsSeen,,"He had received spiritual authority (*khilafat*) around 1942 from his own guide, Baba Ji Muhammad Qasim of Mohra Sharif, who directed him to establish an independent centre",data/shrines.csv#darbar-ghamkol-sharif-zinda-pir,"Same identity caveat as the preceding proposal. Note the source says he was directed to establish an INDEPENDENT centre, i.e. khilafat rather than inheritance of the Mohra seat (which the Mohra entry gives to Khwaja Pir Muhammad Zahid Khan).",,
order:abul-faiz-qalander-ali-suharwardi:suhrawardiyya:9c135110,order,1,Abul Faiz Qalander Ali Suharwardi — belongs to — suhrawardiyya (branch: Gilani-Suhrawardi),Suhrawardi,0.95,contradictions,,"Though he carried both the Gilani-Qadiri and the Suhrawardi inheritances, it was the Gilani-Suhrawardi path that he made his own.",data/shrines.csv#shrine-of-abul-faiz-qalander-ali-suharwardi,,,
order:abul-faiz-qalander-ali-suharwardi:suhrawardiyya:a9441cf9,order,1,Abul Faiz Qalander Ali Suharwardi — belongs to — suhrawardiyya,Suhrawardi,0.95,contradictions,,"It was Meher Ali Shah, tradition says, who told him that his true portion lay in the Suhrawardi order, with Hazrat Ghulam Muhammad Suhrawardi, and bade him take allegiance there — which he did.",data/shrines.csv#shrine-of-abul-faiz-qalander-ali-suharwardi,,,
order:daud-bandagi-kirmani:qadiriyya:e8148ce5,order,1,Daud Bandagi Kirmani — belongs to — qadiriyya,Qadiri,0.95,disagreesWithExistingSeed,,a revered Qadiri saint of the sixteenth century who did much to spread the Qadiri order in the Punjab,data/shrines.csv#shergarh,"Contradicts the existing seed (daud-bandagi-kirmani -> chishtiyya). Column and prose both say Qadiri, repeatedly. See disagreesWithExistingSeed.",,
order:hazrat-baba-shah-kamal:qadiriyya:fb07b834,order,1,Hazrat Baba Shah Kamal — belongs to — qadiriyya,Qadiri,0.95,contradictions,,Qadiri,data/shrines.csv#shrine-of-baba-shah-kamal,,,
order:pir-sher-muhammad:qadiriyya + chishtiyya:3372f05b,order,1,Pir Sher Muhammad — belongs to — qadiriyya + chishtiyya (branch: Qadiri-Chishti),Qadiri,0.95,contradictions,,"he became a spiritual guide of great reputation, uniting the Qadiri and Chishti lineages, and drew disciples from across the Punjab and beyond",data/shrines.csv#shrine-of-pir-sher-muhammad,,,
order:pir-sher-muhammad:qadiriyya:fb07b834,order,1,Pir Sher Muhammad — belongs to — qadiriyya,Qadiri,0.95,contradictions,,Qadiri,data/shrines.csv#shrine-of-pir-sher-muhammad,The column names only Qadiri; the prose of the same row names two orders. See the prose proposal and contradictions.,,
order:pir-syed-muhammad-rashid-shah-roze-dhani:null:7679a3fc,order,1,"Pir Syed Muhammad Rashid Shah, ""Roze Dhani"" — belongs to — null (branch: Rashidi)",Rashidi,0.95,contradictions,,"known by his honorific Roze Dhani, ""master of the shrine,"" the founder of the Rashidi Sufi order and an ancestor of the line of Pir Pagara",data/shrines.csv#dargah-of-pir-muhammad-rashid-roze-dhani-pir-jo-goth,"parentOrder null: the corpus calls the Rashidi a Sufi order that he founded, not a branch of one of the five. See newOrdersNeeded.",,
order:pir-syed-muhammad-rashid-shah-roze-dhani:qadiriyya + naqshbandiyya:ac31aeeb,order,1,"Pir Syed Muhammad Rashid Shah, ""Roze Dhani"" — belongs to — qadiriyya + naqshbandiyya",Rashidi,0.95,contradictions,,"A Qadiri–Naqshbandi saint of great influence, his teaching is said to have spread through Sindh, the Punjab, Balochistan, Rajasthan, and beyond.",data/shrines.csv#dargah-of-pir-muhammad-rashid-roze-dhani-pir-jo-goth,The prose places him in two of the five orders as well as founding the Rashidi. Both readings are proposed; neither is chosen over the other.,,
order:qalandar-baba-auliya:null:f93fbd1a,order,1,Qalandar Baba Auliya — belongs to — null (branch: Azeemia),Azeemia,0.95,disagreesWithExistingSeed,,a modern Sufi master and the founder of the Azeemia Sufi order,data/shrines.csv#shrine-of-qalandar-baba-auliya,"parentOrder null: the corpus presents the Azeemia as an order he founded in the twentieth century, with no parent among the five. Contradicts the existing seed (qalandar-baba-auliya -> qalandariyya); ""Qalandar Baba"" is given in the corpus as a spiritual title, not an order. See disagreesWithExistingSeed and newOrdersNeeded.",,
order:shams-ali-qalandar:qadiriyya:c5d44573,order,1,Shams Ali Qalandar — belongs to — qadiriyya (branch: Owaisi Qadiriyya Noshahi),Qadiri,0.95,contradictions disagreesWithExistingSeed,,"In the reckoning of his followers he belonged to the *Owaisi Qadiriyya Noshahi* lineage, a branch of the great *Qadiri* order",data/shrines.csv#shamsabad,"The corpus itself calls this a branch of the Qadiri order, so the parent mapping is stated, not inferred. ""Owaisi"" is glossed in the same sentence as a mode of initiation (received inwardly, no living master) — not a separate order.",,
order:shams-ali-qalandar:qadiriyya:fb07b834,order,1,Shams Ali Qalandar — belongs to — qadiriyya,Qadiri,0.95,contradictions disagreesWithExistingSeed,,Qadiri,data/shrines.csv#shamsabad,Contradicts the existing seed (shams-ali-qalandar -> qalandariyya). See disagreesWithExistingSeed.,,
order:syed-shah-jamal-uddin-naqvi-bukhari:qadiriyya + suhrawardiyya + chishtiyya:911dfea5,order,1,Syed Shah Jamal Uddin Naqvi Bukhari — belongs to — qadiriyya + suhrawardiyya + chishtiyya,Suhrawardi,0.95,contradictions,,"He belonged jointly to the Qadiriyya, Suhrawardiyya and Chishtiyya orders — a special disciple, tradition holds, of Sheikh Khokar Baig Suhrawardi",data/shrines.csv#shrine-of-shah-jamal,"The row also traces his Suhrawardi lineage specifically to Bahauddin Zakariya of Multan, on the authority of Alam Faqri's *Tazkirah Awliya-e-Pakistan*.",,
order:syed-shah-jamal-uddin-naqvi-bukhari:suhrawardiyya:cbb8154e,order,1,Syed Shah Jamal Uddin Naqvi Bukhari — belongs to — suhrawardiyya,Suhrawardi,0.95,contradictions,,The shrine — of the Suhrawardi line and the Ahl-e-Sunnat tradition — has been in the care of the government's Auqaf Department since 1960,data/shrines.csv#shrine-of-shah-jamal,"""Ahl-e-Sunnat"" in the same sentence is a sect, not an order, and is not proposed as one. The column records only Suhrawardi; the prose records three orders — see the prose proposal and contradictions.",,
order:waris-shah:chishtiyya:d2994140,order,1,Waris Shah — belongs to — chishtiyya,Chishti,0.95,disagreesWithExistingSeed,,"belonged in spirit to the Chishti Sufi tradition, tracing his discipleship to the line of the saint Makhdoom of Kasur",data/shrines.csv#mausoleum-of-waris-shah,"Contradicts the existing seed (waris-shah -> qadiriyya). Both the column and the prose of this row say Chishti. See disagreesWithExistingSeed. Prose hedges with ""in spirit"".",,
order:abul-faiz-qalander-ali-suharwardi:qadiriyya:e6c98422,order,1,Abul Faiz Qalander Ali Suharwardi — belongs to — qadiriyya (branch: Gilani-Qadiri),Suhrawardi,0.7,contradictions,,"his family descent as a Gilani sayyid is traced, through some twenty-three links, to Shaikh Abd al-Qadir Jilani of Baghdad, and his Sufi allegiance, through some nineteen links",data/shrines.csv#shrine-of-abul-faiz-qalander-ali-suharwardi,"0.7 and kept separate from the Suhrawardi proposal because the corpus draws the distinction itself: the Qadiri tie is family descent (""the blood and the blessing""), the Suhrawardi tie is initiatic allegiance. Merging them would erase that distinction.",,
order:hazrat-baba-shah-kamal:qadiriyya + suhrawardiyya:90b48397,order,1,Hazrat Baba Shah Kamal — belongs to — qadiriyya + suhrawardiyya (branch: Qadiri Suhrawardi),Qadiri,0.7,contradictions,,"local devotional tradition attaches to him the composite title ""Qadiri Suhrawardi,"" suggesting an affiliation with the same overlapping Sufi orders associated with his brother's shrine nearby",data/shrines.csv#shrine-of-baba-shah-kamal,"0.7: the source hedges twice (""local devotional tradition"", ""suggesting""), and the corpus says little is independently documented about him. The composite title must stay composite.",,
order:hazrat-khawaja-feroz-ud-din-gharib-nawaz-chishti-nizami:chishtiyya + qadiriyya:77510854,order,1,Hazrat Khawaja Feroz-ud-Din Gharib Nawaz Chishti Nizami — belongs to — chishtiyya + qadiriyya (branch: Chishti Nizamia Qadria),Chishti Nizamia Qadria,0.7,contradictions,,a Chishti Nizami Qadria saint remembered above all for a generosity so unstinting that he was called *Sakhi Lajpal*,data/shrines.csv#darbar-hazrat-khawaja-feroz-ud-din-gharib-nawaz-chishti-nizami,"0.7: the corpus states one compound branch name, not two memberships. Splitting ""Chishti Nizamia Qadria"" into chishtiyya + qadiriyya is an inference from the name. The branch string must be kept whole. Orthography varies within the row itself (""Chishti Nizamia Qadria"" in the column, ""Chishti Nizami Qadria"" and ""Chishti Qadria order"" in the prose); his master is named ""Hazrat Khawaja Sheikh Muhammad Mustafa Chishti-Nizami"". Not in existing-saints.json.",,
order:hazrat-tahir-bandagi-qadri:naqshbandiyya:51b1067b,order,1,Hazrat Tahir Bandagi Qadri — belongs to — naqshbandiyya (branch: Naqshbandi Mujaddidi),Qadri (see year_built_note / Description for a discrepancy in how the survey names his order),0.7,contradictions,,"- Shrines Project field survey, Darbar Hazrat Tahir Bandagi Qadri Naqshbandi Mujaddidi responses (surveyor: Saifullah), 2026.",data/shrines.csv#darbar-hazrat-tahir-bandagi-qadri,"This is the discrepancy the column points at: the survey's own title names him ""Qadri Naqshbandi Mujaddidi"", while the column records only Qadri. Proposed alongside the Qadiri reading rather than picking a winner. Evidence is a bibliography title string, not a biographical statement — hence 0.7.",,
order:hazrat-tahir-bandagi-qadri:qadiriyya:eba57d12,order,1,Hazrat Tahir Bandagi Qadri — belongs to — qadiriyya,Qadri (see year_built_note / Description for a discrepancy in how the survey names his order),0.7,contradictions,,Qadri (see year_built_note / Description for a discrepancy in how the survey names his order),data/shrines.csv#darbar-hazrat-tahir-bandagi-qadri,0.7 because the cell carries its own caveat. Keep the caveat clause in any display of asRecorded; it must not become part of an order label. Not in existing-saints.json.,,
order:kaka-sahib:naqshbandiyya:88271fcd,order,1,Kaka Sahib — belongs to — naqshbandiyya,Naqshbandi,0.7,contradictions,,"an inheritance tradition credits him with carrying forward, though he himself is remembered in the *Uwaisi* style of not naming a personal living guide",data/shrines.csv#ziarat-kaka-sahib,"0.7: the column singles out Naqshbandi, but the prose attributes all four orders to his forefathers and marks him Uwaisi — explicitly without a personal living guide. The other three orders are NOT proposed, because the corpus attributes them to the forefathers collectively; and Uwaisi is described as a style, not an order. See contradictions.",,
dates:bebe-nanaki:11d8d9d1,dates,2,"Bebe Nanaki — b. around 1464 (""by tradition""), d. 1518 [CE]",circa,0.7,,,"Bebe Nanaki was born, by tradition, around 1464 and was older than her brother by some five years. From his earliest childhood she is said to have perceived in Nanak a",data/shrines.csv#gurdwara-babay-nanki,,,
dates:bhai-lalo:84683ea7,dates,2,"Bhai Lalo — b. 1452 (""traditionally said"") [CE]",year,0.7,,,"Bhai Lalo, traditionally said to have been born at Saidpur (Eminabad) in 1452 into a family of carpenters, became one of the most beloved of the",data/shrines.csv#gurdwara-khoohi-bhai-lalo-bhai-lalo-di-khooi,,,
dates:hazrat-baba-shah-kamal:a8afbde0,dates,2,Hazrat Baba Shah Kamal — fl. the late-sixteenth to seventeenth-century Mughal-era window [CE],century,0.7,,,his likely lifetime is generally placed in the same late-sixteenth to seventeenth-century Mughal-era window as Shah Jamal's own. The shrine sits within the historic Shah Kamal,data/shrines.csv#shrine-of-baba-shah-kamal,,,
dates:makhdoom-burhan-ud-din:762d3b94,dates,2,Makhdoom Burhan-ud-din — d. 1245 of the Common Era — 666 of the Hijri calendar [both],year,0.7,,,"Tradition holds that he lived and taught in this corner of the Chiniot region and that he died in the year 1245 of the Common Era — 666 of the Hijri calendar — asking, in his humility, to",data/shrines.csv#langer-makhdoom,,,
dates:malik-ahmad-ayaz:699fab57,dates,2,Malik Ahmad Ayaz — d. 8 August 1041 (calendar era unstated in the account) [unclear],exact-date,0.7,,,"The account gives his death as 8 August 1041, and states that his mausoleum was then built in Shah Alam Market. ## Memory,",data/shrines.csv#darbar-malik-ahmad-ayaz,,,
dates:pir-mangho:568dfc22,dates,2,Pir Mangho — fl. the medieval centuries [unclear],century,0.7,,,The saint of Mangho Pir is remembered as a holy man of the medieval centuries who settled at this spot in the hills above Karachi. Around his memory has,data/shrines.csv#shrine-of-pir-mangho,,,
dates:ramdev-pir:2e485a38,dates,2,Ramdev Pir — fl. the fifteenth century [CE],century,0.7,,,also called Ramapir or Baba Ramdev — a fifteenth-century saint of Rajasthan venerated across western India and Sindh as a worker of miracles and a champion of the poor,data/shrines.csv#ramapir-temple-tando-allahyar,,,
dates:sayyid-ahmad-tokhta-tirmidhi:333fd46a,dates,2,Sayyid Ahmad Tokhta Tirmidhi — d. around 602 AH [AH],circa,0.7,,saint,"He is said to have died around 602 AH — near the beginning of the reign of Sultan Qutb al-Din Aibak — and to be buried in the Lahore quarter still called Chilla Bibiyan, which takes its",data/shrines.csv#shrine-of-bibi-pak-daman,,,
dates:sultan-sakhi-sarwar:d20b4239,dates,2,Sultan Sakhi Sarwar — fl. the twelfth century [CE],century,0.7,,,"Sayyid Ahmad Sultan, called Sakhi Sarwar (“the Generous Chief”), lived in the twelfth century; tradition places his origins in the region of Multan/Shahkot, and his life",data/shrines.csv#sakhi-sarwar,,,
dates:syed-bilawal-shah-noorani:1d9e275c,dates,2,Syed Bilawal Shah Noorani — fl. the medieval centuries [unclear],century,0.7,,,"Shah Noorani is remembered as a Sufi saint of the medieval centuries who settled in the wild valley of Lahut Lamakan — a place whose very name (*la-hut la-makan*, “the",data/shrines.csv#shah-noorani-shrine-syed-bilawal-shah-noorani,,,
dates:syed-musa-pak:bf7e281b,dates,2,Syed Musa Pak — fl. the sixteenth century [CE],century,0.7,,,"who flourished in Multan in the sixteenth century. Learned and devout, he was a shaykh of the Qadiri order and a guide of many disciples, and he is remembered for a life",data/shrines.csv#shrine-of-syed-musa-pak,,,
dates:syed-rakhyal-shah-sufi-al-qadri:e74c36ec,dates,2,"Syed Rakhyal Shah Sufi Al Qadri — b. 1842, d. 1940 [CE]",year,0.7,,,"Rakhyal Shah is generally held to have lived from 1842 to 1940, a span of nearly a century across the",data/shrines.csv#dargah-fateh-pur-sharif,,,
lineage:bahadur-baba:disciple_of:hazrat-syed-abdul-wahab:65c4d299,lineage,2,Bahadur Baba — disciple of — Hazrat Syed Abdul Wahab (Akhund Panju Baba),,0.7,,subject,"Panju Baba's own disciple, by tradition, was Kaka Sahib's father, Bahadur Baba.",data/shrines.csv#ziarat-kaka-sahib,"Confidence lowered — ""by tradition"". Independently stated from the other side in data/shrines.csv#shrine-of-akhund-panju-baba: ""his circle of disciples included some of the most notable saints of the region — among them, it is said, *Bahadur Baba*, the father of the celebrated *Kaka Sahib*"". Bahadur Baba has no shrine row of his own; he links two archive shrines (shrine-of-akhund-panju-baba and ziarat-kaka-sahib) at one remove.",,
lineage:dara-shikoh:disciple_of:mullah-shah-badakhshi:e36f6914,lineage,2,Prince Dara Shikoh — disciple of — Mullah Shah Badakhshi,,0.7,,subject object,"became the spiritual guide of Prince Dara Shikoh and, through him, of the emperor Shah Jahan’s brilliant daughter, the princess Jahanara",data/shrines.csv#shrine-of-mian-mir,"Stated as Mullah Shah being his spiritual guide; the same entry adds ""Prince Dara Shikoh, drawn through Mullah Shah into the Qadiri way"". Confidence lowered because no initiation or bai'at is stated.",,
lineage:fakhr-ud-din-iraqi:disciple_of:bahauddin-zakariya:e88f3833,lineage,2,Fakhr-ud-Din Iraqi — disciple of — Bahauddin Zakariya,,0.7,,subject,"carried by his disciples and descendants — among them the poet-saint Fakhr-ud-Din Iraqi, who came to Multan and married into his family",data/shrines.csv#shrine-of-bahauddin-zakariya,"Confidence lowered — the sentence lists ""disciples and descendants"" together without saying which Iraqi was, and separately records that he married into the family.",,
lineage:ganj-e-inayat-sarkar:disciple_of:hazrat-abu-al-barakat-syed-muhammad-ahmad:00fccea6,lineage,2,Pir Muhammad Inayat Ahmad Naqshbandi Mujaddidi (Ganj-e-Inayat Sarkar) — disciple of — Hazrat Abu al-Barakat Syed Muhammad Ahmad,,0.7,,object,"the noted religious teachers of the age — among them Hazrat Abu al-Barakat Syed Muhammad Ahmad, Hazrat Syedna Tahir Alauddin Qadiri Gilani, and the renowned orator Maulana Ghulam Ali Okarvi.",data/shrines.csv#shrine-of-ganj-e-inayat-sarkar,"Confidence lowered — the full clause reads ""studying under a number of the noted religious teachers of the age"", i.e. study of the religious sciences, not initiation; the entry places his bai'at with Pir Syed Ismail Shah Bukhari separately and later.",,
lineage:ganj-e-inayat-sarkar:disciple_of:hazrat-syedna-tahir-alauddin-qadiri-gilani:00fccea6,lineage,2,Pir Muhammad Inayat Ahmad Naqshbandi Mujaddidi (Ganj-e-Inayat Sarkar) — disciple of — Hazrat Syedna Tahir Alauddin Qadiri Gilani,,0.7,,object,"the noted religious teachers of the age — among them Hazrat Abu al-Barakat Syed Muhammad Ahmad, Hazrat Syedna Tahir Alauddin Qadiri Gilani, and the renowned orator Maulana Ghulam Ali Okarvi.",data/shrines.csv#shrine-of-ganj-e-inayat-sarkar,"Confidence lowered — the full clause reads ""studying under a number of the noted religious teachers of the age"", i.e. study of the religious sciences, not initiation; the entry places his bai'at with Pir Syed Ismail Shah Bukhari separately and later.",,
lineage:ganj-e-inayat-sarkar:disciple_of:maulana-ghulam-ali-okarvi:00fccea6,lineage,2,Pir Muhammad Inayat Ahmad Naqshbandi Mujaddidi (Ganj-e-Inayat Sarkar) — disciple of — Maulana Ghulam Ali Okarvi,,0.7,,object,"the noted religious teachers of the age — among them Hazrat Abu al-Barakat Syed Muhammad Ahmad, Hazrat Syedna Tahir Alauddin Qadiri Gilani, and the renowned orator Maulana Ghulam Ali Okarvi.",data/shrines.csv#shrine-of-ganj-e-inayat-sarkar,"Confidence lowered — the full clause reads ""studying under a number of the noted religious teachers of the age"", i.e. study of the religious sciences, not initiation; the entry places his bai'at with Pir Syed Ismail Shah Bukhari separately and later.",,
lineage:ganj-e-inayat-sarkar:successor_of:hazrat-pir-syed-ismail-shah-bukhari:266e8391,lineage,2,Pir Muhammad Inayat Ahmad Naqshbandi Mujaddidi (Ganj-e-Inayat Sarkar) — successor of — Hazrat Pir Syed Ismail Shah Bukhari (Karman Wali Sarkar),,0.7,,object,"From this master he received his authorisation (khilafat) in the Naqshbandi-Mujaddidi order, becoming a *khalifa-e-mujaz* of Karman Wali Sharif.",data/shrines.csv#shrine-of-ganj-e-inayat-sarkar,"Confidence lowered — khilafat here is authorisation to initiate (khalifa-e-mujaz), not inheritance of the Karman Wali seat. Flagged so a reviewer can decide whether the `successor_of` edge belongs at all.",,
lineage:guru-ram-das:disciple_of:guru-amar-das:53e14ccd,lineage,2,Guru Ram Das — disciple of — Guru Amar Das,,0.7,,object,"Orphaned young, he came under the influence of Guru Amar Das, the third Guru, whose daughter he married and whom he served with such devotion and humility",data/shrines.csv#gurdwara-guru-ram-das-ji,"Confidence lowered — ""came under the influence of"" and ""served"", not a stated formal discipleship. The succession claim (above) is the firmer of the two.",,
lineage:haji-tufail:successor_of:mian-qurban-ali-shah:dd45ba8f,lineage,2,Haji Tufail — successor of — Hazrat Mian Qurban Ali Shah Sarkar,,0.7,,subject object,"he passed on his spiritual seat (gaddi) to his successor disciple, Haji Tufail, after whose demise his sons hold the position",entries/survey_mian_qurban_ali_shah.md,"Confidence lowered — the same survey answers the succession question two ways: Q9 says he ""passed on his spiritual seat (gaddi) to his special disciples"" (plural, unnamed), Q16 names a single successor, Haji Tufail. entries/entry_mian_qurban_ali_shah.md records the discrepancy rather than resolving it; so does this proposal.",,
lineage:hazrat-haider-ali-shah:successor_of:hazrat-syed-muhammad-khair-ul-deen:2aa2ddc4,lineage,2,Hazrat Haider Ali Shah — successor of — Hazrat Syed Muhammad Khair ul Deen (Shah Abul Muali Qadri),,0.7,,subject,"Q16 names Hazrat Haider Ali Shah as ""his very first Gaddi Nasheen""",data/shrines.csv#darbar-abul-muali-qadri,"0.7, and the hedge is the entry's own: the sentence continues ""whether Haider Ali Shah is one of the eight sons is not stated"", and the survey's Q8 has custodianship pass to ""his sons and then the Gaddi Nasheens"" — two answers that do not quite agree about whether the first custodian was a son. So this is a SUCCESSION edge and deliberately not a kin one; the entry records the uncertainty rather than resolving it, and so does this. He is ""also buried in the shrine"", which is this archive's site, but he has no site of his own.",,
lineage:hazrat-wasif-ali-wasif:disciple_of:hazrat-shah-niyaz-ahmad-chisti-qadri:a79ac1b6,lineage,2,Hazrat Wasif Ali Wasif Awan — disciple of — Hazrat Shah Niyaz Ahmad Chisti Qadri,,0.7,,object,"Kandan Kabila, Ahl e Sunnat, Awaz belong in past with Hazrat Ali (R.A), Baithi Hazrat Shah Niyaz Ahmad Chisti Qadri.""",data/shrines.csv#darbar-wasif-ali-wasif,"Confidence lowered — the survey answer is reproduced verbatim in the entry precisely because its grammar is broken; the entry reads ""Baithi"" as bai'at but flags that resolving it further would mean guessing at the surveyor's intent. Do not upgrade without re-interviewing.",,
lineage:kaka-sahib:disciple_of:abdullah-ansari-sultanpuri:21c4dc3a,lineage,2,Syed Kasteer Gul (Kaka Sahib) — disciple of — Abdullah Ansari Sultanpuri,,0.7,,object,"Tradition names his teachers as Qazi Abul Aala, Abdullah Ansari Sultanpuri, Maulana Abdul Lateef Sultanpuri, and Sheikh Akhuddeen Seljuki",data/shrines.csv#ziarat-kaka-sahib,"Confidence lowered for two reasons: the source frames these as ""teachers"" (religious instruction) without stating initiation, and the same entry records that Kaka Sahib ""is remembered in the *Uwaisi* style of not naming a personal living guide"" — which cuts against reading any of the four as his murshid. See explicitNonRelations for the Akhund Panju Baba denial in the same sentence.",,
lineage:kaka-sahib:disciple_of:maulana-abdul-lateef-sultanpuri:21c4dc3a,lineage,2,Syed Kasteer Gul (Kaka Sahib) — disciple of — Maulana Abdul Lateef Sultanpuri,,0.7,,object,"Tradition names his teachers as Qazi Abul Aala, Abdullah Ansari Sultanpuri, Maulana Abdul Lateef Sultanpuri, and Sheikh Akhuddeen Seljuki",data/shrines.csv#ziarat-kaka-sahib,"Confidence lowered for two reasons: the source frames these as ""teachers"" (religious instruction) without stating initiation, and the same entry records that Kaka Sahib ""is remembered in the *Uwaisi* style of not naming a personal living guide"" — which cuts against reading any of the four as his murshid. See explicitNonRelations for the Akhund Panju Baba denial in the same sentence.",,
lineage:kaka-sahib:disciple_of:qazi-abul-aala:21c4dc3a,lineage,2,Syed Kasteer Gul (Kaka Sahib) — disciple of — Qazi Abul Aala,,0.7,,object,"Tradition names his teachers as Qazi Abul Aala, Abdullah Ansari Sultanpuri, Maulana Abdul Lateef Sultanpuri, and Sheikh Akhuddeen Seljuki",data/shrines.csv#ziarat-kaka-sahib,"Confidence lowered for two reasons: the source frames these as ""teachers"" (religious instruction) without stating initiation, and the same entry records that Kaka Sahib ""is remembered in the *Uwaisi* style of not naming a personal living guide"" — which cuts against reading any of the four as his murshid. See explicitNonRelations for the Akhund Panju Baba denial in the same sentence.",,
lineage:kaka-sahib:disciple_of:sheikh-akhuddeen-seljuki:21c4dc3a,lineage,2,Syed Kasteer Gul (Kaka Sahib) — disciple of — Sheikh Akhuddeen Seljuki,,0.7,,object,"Tradition names his teachers as Qazi Abul Aala, Abdullah Ansari Sultanpuri, Maulana Abdul Lateef Sultanpuri, and Sheikh Akhuddeen Seljuki",data/shrines.csv#ziarat-kaka-sahib,"Confidence lowered for two reasons: the source frames these as ""teachers"" (religious instruction) without stating initiation, and the same entry records that Kaka Sahib ""is remembered in the *Uwaisi* style of not naming a personal living guide"" — which cuts against reading any of the four as his murshid. See explicitNonRelations for the Akhund Panju Baba denial in the same sentence.",,
lineage:khwaja-muhammad-zaman-sultan-al-aulia:disciple_of:shaikh-abdul-latif:2bbb39d6,lineage,2,Khwaja Muhammad Zaman (Sultan al-Aulia) — disciple of — Shaikh Abdul Latif,,0.7,,object,"Muhammad Zaman received his first instruction from his father, Shaikh Abdul Latif, a follower of the Naqshbandi order",data/shrines.csv#dargah-of-khwaja-muhammad-zaman-luari-sharif,"Confidence lowered — ""first instruction"" from his father, with no initiation or khilafat stated. Also recorded in familyRelations.",,
lineage:mian-mir:disciple_of:shaikh-siyustani:ce8423da,lineage,2,Mian Mir (Mir Mohammad of Sind) — disciple of — Shaikh Siyustani,,0.7,,object,"at the hands of the master whom the shrine’s tradition remembers as Shaikh Siyustani, from whom he received training and, in time, the khilafat, the authority to guide others.",data/shrines.csv#shrine-of-mian-mir,"Confidence lowered — the source itself hedges the master's identity (""whom the shrine's tradition remembers as"").",,
lineage:mian-mir:successor_of:shaikh-siyustani:4e466d7c,lineage,2,Mian Mir (Mir Mohammad of Sind) — successor of — Shaikh Siyustani,,0.7,,object,"from whom he received training and, in time, the khilafat, the authority to guide others.",data/shrines.csv#shrine-of-mian-mir,"Khilafat as authority to guide others, not as inheritance of a seat; and the master's identity is hedged in the source.",,
lineage:mian-qurban-ali-shah:disciple_of:hazrat-mian-fazal-deen:84ae74a0,lineage,2,Hazrat Mian Qurban Ali Shah Sarkar — disciple of — Hazrat Mian Fazal Deen,,0.7,,subject object,His father bestowed his knowledge and spiritual skill upon him and told him to spend his life preaching the religion of Islam.,entries/survey_mian_qurban_ali_shah.md,"Confidence lowered — no bai'at, initiation or khilafat is recorded; entries/entry_mian_qurban_ali_shah.md flags exactly this: ""All spiritual authority in the biography descends from his father, Hazrat Mian Fazal Deen, whose own affiliation is never given,"" and that the survey's Naqshbandi-Mujaddidi silsila answer is unsupported by the biography. Also in familyRelations.",,
